Recency,Frequency,Monetary,Member_number,Category,Cluster,Customer_Segment,cluster
3602,13,130.34,2196,Dairy,4,Occasional Dairy Buyers,0
3497,9,49.92,2197,Fresh Food,3,New Fresh Food Customers,0
3406,8,80.2,2198,Fresh Food,1,Regular Fresh Food Customers,0
3400,16,96.4,2199,Bakery & Sweets,1,Regular Bakery & Sweets Customers,0
3909,7,47.3,2200,Fresh Food,0,Loyal Fresh Food Buyers,0
3647,10,49.35,2201,Fresh Food,0,Loyal Fresh Food Buyers,0
3399,7,55.5,2202,Fresh Food,3,New Fresh Food Customers,0
3444,22,143.55,2203,Fresh Food,2,Lost Fresh Food Customers,0
3724,9,50.2,2204,Beverages,0,Loyal Beverages Buyers,0
3432,16,132.27,2205,Fresh Food,1,Regular Fresh Food Customers,0
3462,5,26.1,2206,Fresh Food,3,New Fresh Food Customers,0
3607,2,6.9,2207,Fresh Food,0,Loyal Fresh Food Buyers,0
3381,6,71.4,2208,Fresh Food,3,New Fresh Food Customers,0
3570,4,16.65,2209,Fresh Food,3,New Fresh Food Customers,0
3473,9,81.4,2210,Fresh Food,1,Regular Fresh Food Customers,0
3443,8,109.0,2211,Dairy,1,Regular Dairy Customers,0
3561,15,151.8,2212,Fresh Food,4,Occasional Fresh Food Buyers,0
3803,7,68.6,2213,Dairy,0,Loyal Dairy Buyers,0
3774,4,38.2,2214,Beverages,0,Loyal Beverages Buyers,0
3777,7,55.69,2215,Dairy,0,Loyal Dairy Buyers,0
3548,6,77.8,2216,Fresh Food,3,New Fresh Food Customers,0
3444,6,103.7,2217,Fresh Food,1,Regular Fresh Food Customers,0
3569,11,86.83,2218,Fresh Food,1,Regular Fresh Food Customers,0
3559,9,46.4,2219,Fresh Food,3,New Fresh Food Customers,0
3419,16,130.2,2220,Fresh Food,1,Regular Fresh Food Customers,0
3549,7,69.3,2221,Fresh Food,3,New Fresh Food Customers,0
3385,4,21.6,2222,Fresh Food,3,New Fresh Food Customers,0
3382,29,334.15,2225,Bakery & Sweets,2,Lost Bakery & Sweets Customers,0
3593,2,10.9,2226,Dairy,3,New Dairy Customers,0
3528,4,39.9,2227,Fresh Food,3,New Fresh Food Customers,0
3486,6,136.2,2228,Household & Hygiene,1,Regular Household & Hygiene Customers,0
3613,7,25.3,2229,Fresh Food,0,Loyal Fresh Food Buyers,0
3558,13,127.05,2230,Fresh Food,4,Occasional Fresh Food Buyers,0
3533,10,85.63,2231,Fresh Food,1,Regular Fresh Food Customers,0
3513,14,119.5,2232,Fresh Food,1,Regular Fresh Food Customers,0
3601,12,124.7,2233,Fresh Food,4,Occasional Fresh Food Buyers,0
3596,10,122.7,2234,Fresh Food,4,Occasional Fresh Food Buyers,0
3683,11,166.1,2235,Fresh Food,4,Occasional Fresh Food Buyers,0
3463,11,117.95,2236,Beverages,1,Regular Beverages Customers,0
3627,2,7.1,2237,Beverages,0,Loyal Beverages Buyers,0
3600,6,47.7,2238,Dairy,0,Loyal Dairy Buyers,0
3717,8,44.4,2239,Dairy,0,Loyal Dairy Buyers,0
3408,10,80.3,2240,Bakery & Sweets,1,Regular Bakery & Sweets Customers,0
3567,6,37.34,2241,Bakery & Sweets,0,Loyal Bakery & Sweets Buyers,0
3379,16,90.8,2242,Dairy,1,Regular Dairy Customers,0
3463,11,48.5,2243,Fresh Food,1,Regular Fresh Food Customers,0
3446,28,163.94,2244,Fresh Food,2,Lost Fresh Food Customers,0
3441,16,71.67,2245,Fresh Food,1,Regular Fresh Food Customers,0
3608,11,56.55,2246,Fresh Food,4,Occasional Fresh Food Buyers,0
3560,8,84.66,2247,Beverages,4,Occasional Beverages Buyers,0
3384,9,95.05,2248,Bakery & Sweets,1,Regular Bakery & Sweets Customers,0
3644,6,29.4,2249,Beverages,0,Loyal Beverages Buyers,0
3882,2,21.6,2250,Dairy,0,Loyal Dairy Buyers,0
3419,13,90.5,2251,Fresh Food,1,Regular Fresh Food Customers,0
3735,7,62.16,2252,Dairy,0,Loyal Dairy Buyers,0
3562,6,32.11,2253,Bakery & Sweets,0,Loyal Bakery & Sweets Buyers,0
3540,4,43.8,2254,Dairy,3,New Dairy Customers,0
3421,5,34.0,2255,Fresh Food,3,New Fresh Food Customers,0
4005,6,73.4,2256,Dairy,0,Loyal Dairy Buyers,0
3383,14,91.8,2257,Fresh Food,1,Regular Fresh Food Customers,0
3458,16,149.8,2258,Dairy,2,Lost Dairy Customers,0
3399,11,96.36,2259,Fresh Food,1,Regular Fresh Food Customers,0
3506,11,64.5,2260,Fresh Food,1,Regular Fresh Food Customers,0
3409,13,132.62,2261,Fresh Food,1,Regular Fresh Food Customers,0
3622,4,31.5,2262,Fresh Food,0,Loyal Fresh Food Buyers,0
3618,14,78.53,2263,Fresh Food,4,Occasional Fresh Food Buyers,0
3454,11,120.12,2264,Beverages,1,Regular Beverages Customers,0
3690,13,112.6,2265,Dairy,4,Occasional Dairy Buyers,0
3535,5,54.0,2266,Dairy,3,New Dairy Customers,0
3536,7,38.12,2267,Fresh Food,3,New Fresh Food Customers,0
3689,4,11.6,2269,Fresh Food,0,Loyal Fresh Food Buyers,0
3619,9,91.0,2270,Fresh Food,4,Occasional Fresh Food Buyers,0
3859,4,37.5,2271,Dairy,0,Loyal Dairy Buyers,0
3657,2,22.2,2272,Dairy,0,Loyal Dairy Buyers,0
3581,16,141.86,2273,Fresh Food,4,Occasional Fresh Food Buyers,0
3513,9,69.1,2274,Fresh Food,1,Regular Fresh Food Customers,0
3400,9,74.0,2275,Dairy,1,Regular Dairy Customers,0
3393,5,43.52,2276,Dairy,3,New Dairy Customers,0
3569,8,104.5,2277,Beverages,4,Occasional Beverages Buyers,0
3612,10,94.44,2278,Beverages,4,Occasional Beverages Buyers,0
3651,12,45.2,2279,Beverages,4,Occasional Beverages Buyers,0
3469,2,5.2,2280,Fresh Food,3,New Fresh Food Customers,0
3611,6,169.7,2281,Fresh Food,1,Regular Fresh Food Customers,0
3586,14,135.8,2282,Fresh Food,4,Occasional Fresh Food Buyers,0
3403,14,108.65,2283,Fresh Food,1,Regular Fresh Food Customers,0
3914,8,97.8,2284,Fresh Food,0,Loyal Fresh Food Buyers,0
3964,4,11.9,2285,Fresh Food,0,Loyal Fresh Food Buyers,0
3455,6,45.2,2286,Fresh Food,3,New Fresh Food Customers,0
3430,7,38.2,2287,Dairy,3,New Dairy Customers,0
3516,19,113.35,2288,Fresh Food,2,Lost Fresh Food Customers,0
3409,15,127.6,2289,Beverages,1,Regular Beverages Customers,0
3406,6,103.8,2290,Fresh Food,1,Regular Fresh Food Customers,0
3599,16,117.3,2291,Fresh Food,4,Occasional Fresh Food Buyers,0
3583,9,81.7,2292,Fresh Food,4,Occasional Fresh Food Buyers,0
3654,18,165.9,2293,Fresh Food,4,Occasional Fresh Food Buyers,0
3901,5,41.82,2294,Fresh Food,0,Loyal Fresh Food Buyers,0
3424,10,121.6,2295,Fresh Food,1,Regular Fresh Food Customers,0
3539,22,240.5,2296,Fresh Food,2,Lost Fresh Food Customers,0
3956,2,4.6,2297,Bakery & Sweets,0,Loyal Bakery & Sweets Buyers,0
3379,13,84.5,2298,Fresh Food,1,Regular Fresh Food Customers,0
3485,12,110.4,2299,Fresh Food,1,Regular Fresh Food Customers,0
3444,15,86.75,2300,Fresh Food,1,Regular Fresh Food Customers,0
3754,4,28.1,2301,Dairy,0,Loyal Dairy Buyers,0
4049,2,32.8,2302,Dairy,0,Loyal Dairy Buyers,0
3674,6,76.65,2303,Fresh Food,0,Loyal Fresh Food Buyers,0
3379,15,161.84,2304,Dairy,2,Lost Dairy Customers,0
3426,11,112.1,2305,Dairy,1,Regular Dairy Customers,0
4051,2,23.8,2306,Household & Hygiene,0,Loyal Household & Hygiene Buyers,0
3384,4,8.8,2307,Fresh Food,3,New Fresh Food Customers,0
3503,5,64.2,2308,Dairy,3,New Dairy Customers,0
3626,7,81.5,2309,Dairy,0,Loyal Dairy Buyers,0
4100,3,10.3,2310,Fresh Food,0,Loyal Fresh Food Buyers,0
3866,2,14.4,2311,Fresh Food,0,Loyal Fresh Food Buyers,0
3729,9,52.2,2312,Fresh Food,0,Loyal Fresh Food Buyers,0
3721,5,61.3,2313,Fresh Food,0,Loyal Fresh Food Buyers,0
3427,17,171.9,2314,Dairy,2,Lost Dairy Customers,0
3768,4,45.5,2315,Fresh Food,0,Loyal Fresh Food Buyers,0
3790,10,59.75,2316,Fresh Food,0,Loyal Fresh Food Buyers,0
3409,10,71.35,2318,Fresh Food,1,Regular Fresh Food Customers,0
3563,11,78.33,2319,Dairy,1,Regular Dairy Customers,0
3708,8,27.4,2320,Dairy,0,Loyal Dairy Buyers,0
3612,7,52.12,2321,Fresh Food,0,Loyal Fresh Food Buyers,0
3513,13,148.4,2322,Bakery & Sweets,1,Regular Bakery & Sweets Customers,0
3407,11,108.04,2323,Dairy,1,Regular Dairy Customers,0
3387,2,28.0,2324,Fresh Food,3,New Fresh Food Customers,0
3431,19,150.14,2325,Bakery & Sweets,2,Lost Bakery & Sweets Customers,0
3395,7,64.66,2326,Dairy,3,New Dairy Customers,0
3511,4,17.9,2327,Fresh Food,3,New Fresh Food Customers,0
3608,13,116.8,2328,Fresh Food,4,Occasional Fresh Food Buyers,0
3691,6,48.9,2329,Bakery & Sweets,0,Loyal Bakery & Sweets Buyers,0
3672,11,154.3,2330,Dairy,4,Occasional Dairy Buyers,0
3542,15,69.26,2331,Fresh Food,1,Regular Fresh Food Customers,0
3679,12,72.2,2332,Fresh Food,4,Occasional Fresh Food Buyers,0
3514,21,181.52,2334,Beverages,2,Lost Beverages Customers,0
4001,7,35.92,2335,Fresh Food,0,Loyal Fresh Food Buyers,0
3401,4,27.94,2336,Fresh Food,3,New Fresh Food Customers,0
3639,18,188.1,2337,Fresh Food,2,Lost Fresh Food Customers,0
3446,6,51.2,2338,Dairy,3,New Dairy Customers,0
3658,9,75.5,2339,Dairy,4,Occasional Dairy Buyers,0
3433,6,16.7,2340,Dairy,3,New Dairy Customers,0
3397,13,102.2,2341,Fresh Food,1,Regular Fresh Food Customers,0
3440,14,142.24,2342,Fresh Food,1,Regular Fresh Food Customers,0
3572,8,52.3,2343,Beverages,3,New Beverages Customers,0
3716,4,7.8,2344,Fresh Food,0,Loyal Fresh Food Buyers,0
3476,10,50.1,2345,Dairy,1,Regular Dairy Customers,0
3446,13,135.0,2346,Dairy,1,Regular Dairy Customers,0
3595,6,59.0,2347,Beverages,0,Loyal Beverages Buyers,0
3423,14,203.8,2348,Bakery & Sweets,2,Lost Bakery & Sweets Customers,0
3393,8,34.3,2349,Beverages,3,New Beverages Customers,0
3670,4,12.4,2350,Fresh Food,0,Loyal Fresh Food Buyers,0
3403,10,81.55,2351,Fresh Food,1,Regular Fresh Food Customers,0
3684,6,60.7,2352,Fresh Food,0,Loyal Fresh Food Buyers,0
3610,11,102.75,2353,Beverages,4,Occasional Beverages Buyers,0
3899,2,9.8,2354,Bakery & Sweets,0,Loyal Bakery & Sweets Buyers,0
3589,8,44.2,2355,Dairy,3,New Dairy Customers,0
3514,11,61.54,2356,Fresh Food,1,Regular Fresh Food Customers,0
3758,6,32.3,2357,Beverages,0,Loyal Beverages Buyers,0
3444,8,50.8,2358,Fresh Food,3,New Fresh Food Customers,0
3624,9,136.7,2359,Bakery & Sweets,4,Occasional Bakery & Sweets Buyers,0
3667,8,71.0,2360,Fresh Food,4,Occasional Fresh Food Buyers,0
3562,18,171.52,2361,Fresh Food,4,Occasional Fresh Food Buyers,0
3636,16,86.8,2362,Bakery & Sweets,4,Occasional Bakery & Sweets Buyers,0
3895,2,6.6,2363,Beverages,0,Loyal Beverages Buyers,0
3648,4,24.5,2364,Fresh Food,0,Loyal Fresh Food Buyers,0
3468,7,94.9,2365,Fresh Food,1,Regular Fresh Food Customers,0
3581,5,23.52,2366,Fresh Food,3,New Fresh Food Customers,0
3656,2,11.4,2368,Beverages,0,Loyal Beverages Buyers,0
3709,14,167.22,2369,Fresh Food,4,Occasional Fresh Food Buyers,0
3381,16,147.35,2370,Fresh Food,2,Lost Fresh Food Customers,0
3505,11,74.9,2371,Fresh Food,1,Regular Fresh Food Customers,0
3387,6,63.9,2372,Fresh Food,3,New Fresh Food Customers,0
3640,6,38.3,2373,Specialty & Seasonal,0,Loyal Specialty & Seasonal Buyers,0
3424,13,176.3,2374,Fresh Food,2,Lost Fresh Food Customers,0
3446,8,86.9,2375,Fresh Food,1,Regular Fresh Food Customers,0
4009,8,117.06,2376,Bakery & Sweets,0,Loyal Bakery & Sweets Buyers,0
3468,6,46.7,2377,Fresh Food,3,New Fresh Food Customers,0
3411,13,78.0,2378,Fresh Food,1,Regular Fresh Food Customers,0
3838,2,28.2,2379,Fresh Food,0,Loyal Fresh Food Buyers,0
3409,8,32.0,2380,Bakery & Sweets,3,New Bakery & Sweets Customers,0
3384,17,131.56,2381,Fresh Food,2,Lost Fresh Food Customers,0
3437,8,60.0,2383,Dairy,1,Regular Dairy Customers,0
3392,4,12.1,2384,Fresh Food,3,New Fresh Food Customers,0
3420,8,45.7,2386,Beverages,3,New Beverages Customers,0
3489,13,81.5,2387,Bakery & Sweets,1,Regular Bakery & Sweets Customers,0
3794,6,64.43,2388,Fresh Food,0,Loyal Fresh Food Buyers,0
3517,10,43.9,2389,Dairy,3,New Dairy Customers,0
3525,9,68.4,2390,Fresh Food,1,Regular Fresh Food Customers,0
3414,16,123.5,2391,Fresh Food,1,Regular Fresh Food Customers,0
3565,6,34.3,2392,Fresh Food,0,Loyal Fresh Food Buyers,0
3423,25,191.48,2393,Fresh Food,2,Lost Fresh Food Customers,0
3475,8,61.74,2394,Dairy,3,New Dairy Customers,0
3926,4,40.2,2395,Fresh Food,0,Loyal Fresh Food Buyers,0
3437,22,223.34,2396,Fresh Food,2,Lost Fresh Food Customers,0
3764,6,17.1,2397,Fresh Food,0,Loyal Fresh Food Buyers,0
3384,13,177.76,2398,Bakery & Sweets,2,Lost Bakery & Sweets Customers,0
3424,11,82.2,2399,Bakery & Sweets,1,Regular Bakery & Sweets Customers,0
3602,16,137.0,2400,Fresh Food,4,Occasional Fresh Food Buyers,0
3465,9,102.14,2401,Fresh Food,1,Regular Fresh Food Customers,0
3457,10,90.9,2402,Dairy,1,Regular Dairy Customers,0
3622,12,148.8,2403,Dairy,4,Occasional Dairy Buyers,0
3645,6,53.72,2404,Beverages,0,Loyal Beverages Buyers,0
3394,10,33.7,2406,Fresh Food,1,Regular Fresh Food Customers,0
3563,15,117.68,2407,Fresh Food,4,Occasional Fresh Food Buyers,0
3909,3,35.9,2408,Fresh Food,0,Loyal Fresh Food Buyers,0
3659,8,81.2,2410,Fresh Food,4,Occasional Fresh Food Buyers,0
3615,12,68.8,2411,Fresh Food,4,Occasional Fresh Food Buyers,0
3465,15,136.8,2412,Fresh Food,1,Regular Fresh Food Customers,0
3896,7,15.8,2413,Fresh Food,0,Loyal Fresh Food Buyers,0
3416,15,177.66,2414,Fresh Food,2,Lost Fresh Food Customers,0
3417,23,207.32,2415,Beverages,2,Lost Beverages Customers,0
3539,6,63.8,2416,Dairy,3,New Dairy Customers,0
3385,12,74.4,2417,Specialty & Seasonal,1,Regular Specialty & Seasonal Customers,0
3387,7,116.65,2419,Fresh Food,1,Regular Fresh Food Customers,0
3420,15,135.6,2420,Beverages,1,Regular Beverages Customers,0
3552,2,4.4,2421,Fresh Food,3,New Fresh Food Customers,0
3443,14,113.8,2422,Fresh Food,1,Regular Fresh Food Customers,0
3709,8,51.1,2423,Specialty & Seasonal,0,Loyal Specialty & Seasonal Buyers,0
3557,7,28.45,2424,Fresh Food,0,Loyal Fresh Food Buyers,0
3420,22,217.85,2425,Bakery & Sweets,2,Lost Bakery & Sweets Customers,0
3477,10,50.9,2426,Fresh Food,1,Regular Fresh Food Customers,0
3414,22,129.4,2427,Fresh Food,2,Lost Fresh Food Customers,0
3652,8,137.5,2428,Dairy,4,Occasional Dairy Buyers,0
3618,18,196.03,2429,Fresh Food,2,Lost Fresh Food Customers,0
3540,17,128.95,2430,Bakery & Sweets,2,Lost Bakery & Sweets Customers,0
3534,4,16.6,2431,Dairy,3,New Dairy Customers,0
3855,11,45.52,2432,Dairy,0,Loyal Dairy Buyers,0
3409,2,4.1,2433,Fresh Food,3,New Fresh Food Customers,0
3433,18,125.28,2434,Beverages,2,Lost Beverages Customers,0
3458,15,143.2,2435,Fresh Food,1,Regular Fresh Food Customers,0
3428,18,144.4,2436,Beverages,2,Lost Beverages Customers,0
3515,17,144.61,2437,Beverages,2,Lost Beverages Customers,0
3553,14,156.6,2438,Fresh Food,4,Occasional Fresh Food Buyers,0
3740,2,7.3,2439,Beverages,0,Loyal Beverages Buyers,0
3423,14,147.94,2440,Fresh Food,1,Regular Fresh Food Customers,0
3421,4,45.7,2441,Dairy,3,New Dairy Customers,0
3501,7,52.5,2442,Fresh Food,3,New Fresh Food Customers,0
3760,4,40.0,2443,Fresh Food,0,Loyal Fresh Food Buyers,0
3558,12,59.8,2444,Fresh Food,4,Occasional Fresh Food Buyers,0
3395,7,64.7,2445,Fresh Food,3,New Fresh Food Customers,0
3397,22,158.74,2446,Fresh Food,2,Lost Fresh Food Customers,0
3443,15,140.95,2447,Fresh Food,1,Regular Fresh Food Customers,0
3395,13,76.2,2448,Fresh Food,1,Regular Fresh Food Customers,0
3429,11,64.67,2449,Dairy,1,Regular Dairy Customers,0
3544,8,32.9,2450,Fresh Food,3,New Fresh Food Customers,0
3476,10,134.2,2451,Fresh Food,1,Regular Fresh Food Customers,0
3429,15,115.55,2452,Fresh Food,1,Regular Fresh Food Customers,0
3773,12,89.55,2453,Dairy,4,Occasional Dairy Buyers,0
3697,9,54.7,2454,Fresh Food,0,Loyal Fresh Food Buyers,0
3504,10,138.63,2455,Bakery & Sweets,1,Regular Bakery & Sweets Customers,0
3470,12,92.62,2456,Beverages,1,Regular Beverages Customers,0
3512,11,49.15,2457,Fresh Food,1,Regular Fresh Food Customers,0
3486,15,98.35,2458,Fresh Food,1,Regular Fresh Food Customers,0
3938,6,85.14,2459,Beverages,0,Loyal Beverages Buyers,0
3501,17,223.5,2460,Beverages,2,Lost Beverages Customers,0
3596,6,42.3,2461,Dairy,0,Loyal Dairy Buyers,0
3873,2,39.3,2462,Bakery & Sweets,0,Loyal Bakery & Sweets Buyers,0
3427,6,64.3,2463,Beverages,3,New Beverages Customers,0
3498,15,221.5,2464,Fresh Food,2,Lost Fresh Food Customers,0
4013,3,20.1,2465,Fresh Food,0,Loyal Fresh Food Buyers,0
3475,12,85.5,2466,Fresh Food,1,Regular Fresh Food Customers,0
3682,6,21.3,2467,Dairy,0,Loyal Dairy Buyers,0
3718,14,124.0,2468,Dairy,4,Occasional Dairy Buyers,0
3678,7,22.4,2469,Fresh Food,0,Loyal Fresh Food Buyers,0
4030,4,44.9,2470,Beverages,0,Loyal Beverages Buyers,0
3550,4,28.9,2471,Fresh Food,3,New Fresh Food Customers,0
3458,22,244.34,2472,Dairy,2,Lost Dairy Customers,0
3648,10,82.1,2473,Dairy,4,Occasional Dairy Buyers,0
3408,11,150.4,2474,Beverages,1,Regular Beverages Customers,0
3416,7,42.6,2475,Fresh Food,3,New Fresh Food Customers,0
3410,18,148.09,2476,Fresh Food,2,Lost Fresh Food Customers,0
3580,15,98.41,2477,Fresh Food,4,Occasional Fresh Food Buyers,0
3529,20,121.6,2478,Household & Hygiene,2,Lost Household & Hygiene Customers,0
3755,8,30.6,2479,Beverages,0,Loyal Beverages Buyers,0
3537,9,60.7,2480,Fresh Food,3,New Fresh Food Customers,0
3497,13,113.16,2481,Fresh Food,1,Regular Fresh Food Customers,0
3590,6,37.05,2482,Fresh Food,0,Loyal Fresh Food Buyers,0
3538,8,54.7,2483,Fresh Food,3,New Fresh Food Customers,0
3820,3,21.2,2484,Fresh Food,0,Loyal Fresh Food Buyers,0
3469,10,89.66,2485,Fresh Food,1,Regular Fresh Food Customers,0
3541,11,131.63,2486,Dairy,1,Regular Dairy Customers,0
3480,17,148.0,2487,Fresh Food,2,Lost Fresh Food Customers,0
3559,12,84.92,2488,Fresh Food,1,Regular Fresh Food Customers,0
3470,17,155.6,2489,Bakery & Sweets,2,Lost Bakery & Sweets Customers,0
3745,8,37.9,2490,Fresh Food,0,Loyal Fresh Food Buyers,0
3413,8,47.3,2492,Fresh Food,3,New Fresh Food Customers,0
3557,8,40.3,2493,Dairy,3,New Dairy Customers,0
4002,3,31.54,2494,Fresh Food,0,Loyal Fresh Food Buyers,0
3394,4,18.6,2495,Fresh Food,3,New Fresh Food Customers,0
3465,5,63.5,2496,Fresh Food,3,New Fresh Food Customers,0
3452,8,22.85,2497,Dairy,3,New Dairy Customers,0
3497,11,74.7,2499,Fresh Food,1,Regular Fresh Food Customers,0
3397,14,140.2,2500,Fresh Food,1,Regular Fresh Food Customers,0
3552,4,100.4,2501,Fresh Food,0,Loyal Fresh Food Buyers,0
3649,9,112.4,2502,Fresh Food,4,Occasional Fresh Food Buyers,0
3433,14,83.9,2503,Dairy,1,Regular Dairy Customers,0
3614,11,70.96,2504,Dairy,4,Occasional Dairy Buyers,0
3972,2,10.0,2505,Dairy,0,Loyal Dairy Buyers,0
3610,7,53.3,2506,Beverages,0,Loyal Beverages Buyers,0
3606,6,36.96,2507,Beverages,0,Loyal Beverages Buyers,0
3378,13,174.6,2508,Beverages,2,Lost Beverages Customers,0
3414,4,17.2,2509,Fresh Food,3,New Fresh Food Customers,0
3383,20,176.2,2510,Bakery & Sweets,2,Lost Bakery & Sweets Customers,0
3574,19,146.61,2511,Fresh Food,4,Occasional Fresh Food Buyers,0
3405,15,106.2,2512,Beverages,1,Regular Beverages Customers,0
3391,14,183.1,2513,Beverages,2,Lost Beverages Customers,0
3540,4,50.4,2514,Fresh Food,3,New Fresh Food Customers,0
3598,8,89.2,2515,Fresh Food,4,Occasional Fresh Food Buyers,0
3525,11,73.62,2516,Dairy,1,Regular Dairy Customers,0
3393,13,110.7,2517,Fresh Food,1,Regular Fresh Food Customers,0
3434,13,80.0,2518,Dairy,1,Regular Dairy Customers,0
3592,13,81.42,2519,Fresh Food,4,Occasional Fresh Food Buyers,0
3497,8,98.65,2520,Fresh Food,4,Occasional Fresh Food Buyers,0
3394,14,83.86,2521,Dairy,1,Regular Dairy Customers,0
3435,23,268.8,2522,Beverages,2,Lost Beverages Customers,0
3488,4,56.8,2523,Dairy,3,New Dairy Customers,0
3391,17,100.1,2524,Fresh Food,1,Regular Fresh Food Customers,0
3632,12,86.5,2525,Fresh Food,4,Occasional Fresh Food Buyers,0
3395,6,120.3,2526,Beverages,1,Regular Beverages Customers,0
3637,4,18.5,2527,Fresh Food,0,Loyal Fresh Food Buyers,0
3417,11,84.85,2528,Fresh Food,1,Regular Fresh Food Customers,0
3388,8,50.5,2530,Dairy,3,New Dairy Customers,0
3807,5,24.5,2531,Fresh Food,0,Loyal Fresh Food Buyers,0
3712,12,152.04,2532,Fresh Food,4,Occasional Fresh Food Buyers,0
3604,15,119.0,2533,Fresh Food,4,Occasional Fresh Food Buyers,0
3647,3,14.5,2534,Beverages,0,Loyal Beverages Buyers,0
3792,2,18.9,2535,Fresh Food,0,Loyal Fresh Food Buyers,0
4054,2,11.2,2536,Bakery & Sweets,0,Loyal Bakery & Sweets Buyers,0
3411,14,158.66,2537,Fresh Food,1,Regular Fresh Food Customers,0
3396,10,81.3,2538,Fresh Food,1,Regular Fresh Food Customers,0
3848,4,10.6,2539,Fresh Food,0,Loyal Fresh Food Buyers,0
3698,7,49.15,2540,Beverages,0,Loyal Beverages Buyers,0
3472,14,65.44,2541,Beverages,1,Regular Beverages Customers,0
3464,12,125.24,2542,Dairy,1,Regular Dairy Customers,0
3624,10,88.1,2543,Bakery & Sweets,4,Occasional Bakery & Sweets Buyers,0
3497,10,68.9,2544,Fresh Food,1,Regular Fresh Food Customers,0
3798,7,60.9,2545,Fresh Food,0,Loyal Fresh Food Buyers,0
3635,11,133.9,2546,Bakery & Sweets,4,Occasional Bakery & Sweets Buyers,0
3827,4,48.1,2547,Fresh Food,0,Loyal Fresh Food Buyers,0
3645,10,83.4,2548,Dairy,4,Occasional Dairy Buyers,0
3573,15,116.0,2549,Fresh Food,4,Occasional Fresh Food Buyers,0
3436,16,139.05,2550,Dairy,1,Regular Dairy Customers,0
3380,10,48.4,2551,Fresh Food,1,Regular Fresh Food Customers,0
3615,4,69.6,2552,Fresh Food,0,Loyal Fresh Food Buyers,0
3975,2,14.4,2553,Fresh Food,0,Loyal Fresh Food Buyers,0
3945,4,19.8,2555,Fresh Food,0,Loyal Fresh Food Buyers,0
3920,4,83.3,2556,Fresh Food,0,Loyal Fresh Food Buyers,0
3894,6,36.16,2557,Bakery & Sweets,0,Loyal Bakery & Sweets Buyers,0
3639,13,170.5,2558,Bakery & Sweets,4,Occasional Bakery & Sweets Buyers,0
3537,4,46.8,2559,Fresh Food,3,New Fresh Food Customers,0
3852,2,6.8,2560,Fresh Food,0,Loyal Fresh Food Buyers,0
3829,4,25.0,2561,Fresh Food,0,Loyal Fresh Food Buyers,0
3379,16,184.44,2562,Fresh Food,2,Lost Fresh Food Customers,0
3398,5,16.6,2563,Fresh Food,3,New Fresh Food Customers,0
3395,21,228.33,2564,Bakery & Sweets,2,Lost Bakery & Sweets Customers,0
3608,8,28.9,2565,Fresh Food,0,Loyal Fresh Food Buyers,0
3386,13,115.3,2566,Dairy,1,Regular Dairy Customers,0
3585,4,35.0,2567,Fresh Food,3,New Fresh Food Customers,0
3774,9,85.4,2568,Fresh Food,0,Loyal Fresh Food Buyers,0
3461,8,69.65,2569,Dairy,3,New Dairy Customers,0
3381,6,32.3,2570,Fresh Food,3,New Fresh Food Customers,0
3687,11,155.25,2571,Fresh Food,4,Occasional Fresh Food Buyers,0
3479,15,96.59,2572,Beverages,1,Regular Beverages Customers,0
3467,7,73.0,2573,Bakery & Sweets,3,New Bakery & Sweets Customers,0
3396,11,73.5,2574,Fresh Food,1,Regular Fresh Food Customers,0
3522,9,90.4,2575,Fresh Food,1,Regular Fresh Food Customers,0
3680,5,72.2,2576,Beverages,0,Loyal Beverages Buyers,0
3589,3,46.0,2577,Fresh Food,3,New Fresh Food Customers,0
3570,17,177.2,2578,Fresh Food,4,Occasional Fresh Food Buyers,0
3544,6,66.9,2579,Dairy,3,New Dairy Customers,0
3453,21,213.56,2580,Fresh Food,2,Lost Fresh Food Customers,0
3481,4,15.7,2581,Beverages,3,New Beverages Customers,0
3429,11,112.8,2582,Fresh Food,1,Regular Fresh Food Customers,0
3392,5,19.8,2583,Fresh Food,3,New Fresh Food Customers,0
3695,5,124.6,2584,Dairy,4,Occasional Dairy Buyers,0
3672,9,110.15,2585,Dairy,4,Occasional Dairy Buyers,0
3470,20,253.55,2586,Fresh Food,2,Lost Fresh Food Customers,0
3473,9,77.9,2587,Beverages,1,Regular Beverages Customers,0
3570,7,34.16,2588,Dairy,0,Loyal Dairy Buyers,0
3820,10,77.2,2589,Dairy,0,Loyal Dairy Buyers,0
3411,12,91.74,2590,Fresh Food,1,Regular Fresh Food Customers,0
3405,8,51.0,2591,Beverages,3,New Beverages Customers,0
3418,19,158.5,2592,Fresh Food,2,Lost Fresh Food Customers,0
3592,8,67.9,2593,Dairy,4,Occasional Dairy Buyers,0
3476,8,73.96,2594,Dairy,3,New Dairy Customers,0
3640,12,62.6,2595,Dairy,4,Occasional Dairy Buyers,0
3390,13,87.8,2597,Fresh Food,1,Regular Fresh Food Customers,0
3701,12,108.48,2598,Beverages,4,Occasional Beverages Buyers,0
3756,9,137.55,2599,Fresh Food,4,Occasional Fresh Food Buyers,0
3458,9,70.46,2600,Fresh Food,1,Regular Fresh Food Customers,0
3594,13,92.2,2601,Fresh Food,4,Occasional Fresh Food Buyers,0
